Genome ID	Source ID	Source	Host	Function	Reference Name	Reference Accession	Reference Phylum	Reference Order	Reference Genus	Reference Name	CheckM Marker lineage	CheckM genomes	CheckM markers	Completeness	Contamination	Strain heterogeneity	QS	gtdb classification	gtdb Phylum	closest_genome_reference	closest_genome_reference_radius	closest_genome_ani	closest_placement_reference	classification_method	note
SRR23622335.bin.46	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Flavobacteriaceae (UID2817)	81	511	98.94	0.56	0	96.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium odoratum_A	p__Bacteroidota	GCF_030067755.1	95	98.2	GCF_030067755.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.47	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID2565)	2921	152	97.85	0	0	97.85	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter brevis	p__Bacteroidota	GCF_000382425.1	95	98.45	GCF_000382425.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.48	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Burkholderiales (UID4000)	193	427	82.34	3.4	81.25	65.34	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter insolitus	p__Pseudomonadota	GCF_002209555.1	95	98.72	GCF_002209555.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.5	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Moraxellaceae (UID4680)	86	689	99.4	3.89	56.52	79.95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pragensis	p__Pseudomonadota	GCF_001605895.1	95	97.99	GCF_001605895.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.51	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Bacilli (UID259)	750	275	91.55	1.55	25	83.8	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp002973635	p__Bacillota	GCA_002973635.1	95	99.08	GCA_002973635.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.52	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Flavobacteriales (UID2815)	123	324	99.51	0.25	0	98.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003729935	p__Bacteroidota	GCF_003729935.1	95	99.09	GCF_003729935.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.7	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Actinomycetales (UID1572)	580	286	93.86	3.65	50	75.61	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp002752355	p__Actinomycetota	GCF_002752355.1	95	98.95	GCF_002752355.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622335.bin.8	SRR23622335	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Betaproteobacteria (UID3959)	235	419	85.78	0.16	100	84.98	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Eoetvoesia;s__Eoetvoesia sp937871985	p__Pseudomonadota	GCA_937871985.1	95	98.09	GCA_937871985.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.11	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Actinomycetales (UID1593)	69	400	98.39	4.04	36.36	78.19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas sp004348115	p__Pseudomonadota	GCF_004348115.1	95	97.23	GCF_004348115.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.15	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	44.83	0	0	44.83	Unclassified Bacteria	None	None	None	None	None	None	None
SRR23622336.bin.17	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Actinomycetales (UID1593)	69	400	60.79	3.87	76.47	41.44	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__	p__Pseudomonadota	None	None	None	GCF_019343475.1	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree
SRR23622336.bin.18	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Gammaproteobacteria (UID4442)	899	312	92.69	1.26	0	86.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__Cohnella phaseoli	p__Bacillota	GCF_003386235.1	95	98.57	GCF_003386235.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.20	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Actinomycetales (UID1572)	580	286	97.66	3.02	66.67	82.56	Unclassified Bacteria	None	None	None	None	None	None	None
SRR23622336.bin.22	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	75.17	6.9	100	40.67	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum tritici	p__Pseudomonadota	GCF_008932295.1	95	96.77	GCF_008932295.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.24	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Comamonadaceae (UID4119)	39	693	98.98	2.63	11.76	85.83	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp002973635	p__Bacillota	GCA_002973635.1	95	98.74	GCA_002973635.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.25	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID2565)	2921	152	100	0	0	100	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	p__Pseudomonadota	None	None	None	GCF_020080045.1	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree
SRR23622336.bin.3	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Flavobacteriaceae (UID2817)	81	511	96.11	0.56	0	93.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium odoratum_A	p__Bacteroidota	GCF_030067755.1	95	98.2	GCF_030067755.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.30	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Bacilli (UID259)	750	275	92.05	1.21	33.33	86	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus fusiformis_D	p__Bacillota	GCF_028356935.1	95	99.25	GCF_028356935.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.31	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Moraxellaceae (UID4680)	86	689	54.19	0.14	0	53.49	Unclassified Bacteria	None	None	None	None	None	None	None
SRR23622336.bin.33	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Moraxellaceae (UID4680)	86	689	99.32	2.21	45.45	88.27	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter rudis	p__Pseudomonadota	GCF_000829675.1	95	99.16	GCF_000829675.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.36	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Comamonadaceae (UID4119)	39	693	91.24	4.14	9.38	70.54	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__Cohnella phaseoli	p__Bacillota	GCF_003386235.1	95	98.91	GCF_003386235.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.37	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	68.97	1.72	100	60.37	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Diaphorobacter_A;s__	p__Pseudomonadota	None	None	None	GCF_014395975.1	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree
SRR23622336.bin.40	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Flavobacteriales (UID2815)	123	324	99.51	0.25	0	98.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp003729935	p__Bacteroidota	GCF_003729935.1	95	99.09	GCF_003729935.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.43	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	103	50.88	0	0	50.88	Unclassified	None	None	None	None	None	None	None
SRR23622336.bin.45	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Betaproteobacteria (UID3959)	235	419	88.15	0	0	88.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter quasiroggenkampii	p__Pseudomonadota	GCA_019351845.1	95	98.31	GCA_019351845.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.56	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	48.78	0	0	48.78	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;s__Pseudochrobactrum sp021733665	p__Pseudomonadota	GCA_021733665.1	95	97.41	GCA_021733665.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.7	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	83.79	1.72	100	75.19	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;s__Pseudochrobactrum sp021733665	p__Pseudomonadota	GCA_021733665.1	95	96.96	GCA_021733665.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622336.bin.9	SRR23622336	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Enterobacteriaceae (UID5066)	55	546	87.5	1.79	80	78.55	Unclassified Bacteria	None	None	None	None	None	None	None
SRR23622337.bin.1	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	f__Xanthomonadaceae (UID4214)	55	659	92.65	5.55	80.49	64.9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	p__Pseudomonadota	GCF_900186865.1	95	97.78	GCF_900186865.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.10	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	59.48	0	0	59.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium odoratum_A	p__Bacteroidota	GCF_030067755.1	95	98.06	GCF_030067755.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.11	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Alphaproteobacteria (UID3305)	564	349	97.83	0	0	97.83	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;s__Pseudochrobactrum sp021733665	p__Pseudomonadota	GCA_021733665.1	95	97.43	GCA_021733665.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.12	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID2570)	433	273	100	1.93	20	90.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas capnocytophagoides	p__Bacteroidota	GCF_000426485.1	95	97.68	GCF_000426485.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.13	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Burkholderiales (UID4002)	107	571	97.92	0.21	50	96.87	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E helleri	p__Pseudomonadota	GCF_001043025.1	95	97.39	GCF_001043025.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.14	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	68.97	1.72	100	60.37	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Pristimantibacillus;s__	p__Bacillota	None	None	None	None	taxonomic classification fully defined by topology	classification based on placement in class-level tree
SRR23622337.bin.16	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Pseudomonadales (UID4488)	185	812	97.15	0.79	66.67	93.2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__	p__Pseudomonadota	None	None	None	GCA_000026125.1	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree
SRR23622337.bin.19	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Bacilli (UID259)	750	275	98.34	3.2	63.64	82.34	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E palmensis	p__Pseudomonadota	GCF_017848315.1	95	98.94	GCF_017848315.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.20	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	103	68.77	1.75	100	60.02	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__	p__Pseudomonadota	None	None	None	GCF_002803515.1	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree
SRR23622337.bin.21	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	77.59	2.59	100	64.64	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter brevis	p__Bacteroidota	GCF_000382425.1	95	98.35	GCF_000382425.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.22	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID2565)	2921	152	100	0	0	100	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia nevei	p__Pseudomonadota	GCF_008364245.1	96.24	97.26	GCF_003812745.1	taxonomic classification defined by topology and ANI	None
SRR23622337.bin.25	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	g__Burkholderia (UID4006)	64	769	97.18	1.23	0	91.03	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia anthina	p__Pseudomonadota	GCF_902498995.1	95	95.85	GCF_902498995.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.27	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	k__Bacteria (UID203)	5449	104	57.92	3.45	50	40.67	Unclassified Bacteria	None	None	None	None	None	None	None
SRR23622337.bin.28	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	p__Bacteroidetes (UID2605)	350	316	93.21	1.19	33.33	87.26	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasipneumoniae	p__Pseudomonadota	GCF_020525925.1	95	96.47	GCF_020525925.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.29	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	o__Actinomycetales (UID1572)	580	286	69.1	0.88	0	64.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp031277685	p__Bacteroidota	GCA_031277685.1	95	97.34	GCA_031277685.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
SRR23622337.bin.30	SRR23622337	Metagenome MAGs	Cetonia aurata	None	None	None	None	None	None	None	c__Gammaproteobacteria (UID4201)	1164	275	96.74	0	0	96.74	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp000633415	p__Actinomycetota	GCF_000633415.1	95	98.69	GCF_000633415.1	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments
